Date	Product Name	Category	Units Sold	Price	Revenue	Discount	Units Returned	Location	Platform
18/05/2020	Zinc	Mineral	157	31.62	4964.34	0.01	1	Canada	Amazon
18/05/2020	Collagen Peptides	Protein	140	11.95	1673.0	0.17	1	UK	iHerb
18/05/2020	Magnesium	Mineral	168	26.26	4411.68	0.23	6	Canada	iHerb
18/05/2020	Ashwagandha	Herbal	163	22.45	3659.35	0.14	0	Canada	Walmart
18/05/2020	Melatonin	Sleep Aid	144	50.33	7247.52	0.21	6	USA	Amazon
18/05/2020	Biotin	Vitamin	140	30.56	4278.4	0.03	0	UK	iHerb
18/05/2020	Green Tea Extract	Fat Burner	145	38.31	5554.95	0.08	2	UK	Walmart
18/05/2020	Iron Supplement	Mineral	140	48.22	6750.8	0.16	2	Canada	Amazon
18/05/2020	Electrolyte Powder	Hydration	154	41.23	6349.42	0.22	2	USA	iHerb
25/05/2020	Whey Protein	Protein	160	45.37	7259.2	0.1	1	UK	Amazon
25/05/2020	Vitamin C	Vitamin	153	56.46	8638.38	0.09	1	UK	iHerb
25/05/2020	Fish Oil	Omega	162	39.66	6424.92	0.01	1	Canada	Amazon
25/05/2020	Multivitamin	Vitamin	156	28.66	4470.96	0.24	0	UK	Amazon
25/05/2020	Pre-Workout	Performance	150	44.86	6729.0	0.16	1	Canada	Amazon
25/05/2020	BCAA	Amino Acid	136	39.97	5435.92	0.04	2	Canada	Walmart
25/05/2020	Creatine	Performance	148	51.87	7676.76	0.04	0	UK	iHerb
25/05/2020	Zinc	Mineral	161	44.98	7241.78	0.21	3	UK	Amazon
25/05/2020	Collagen Peptides	Protein	150	17.68	2652.0	0.14	1	UK	Amazon
25/05/2020	Magnesium	Mineral	171	39.64	6778.44	0.09	0	Canada	Walmart
25/05/2020	Ashwagandha	Herbal	129	54.05	6972.45	0.22	2	USA	iHerb
25/05/2020	Melatonin	Sleep Aid	139	54.3	7547.7	0.05	2	USA	Amazon
25/05/2020	Biotin	Vitamin	142	59.86	8500.12	0.01	3	UK	iHerb
25/05/2020	Green Tea Extract	Fat Burner	149	13.12	1954.88	0.08	0	UK	Walmart
25/05/2020	Iron Supplement	Mineral	130	13.55	1761.5	0.05	0	Canada	Amazon
25/05/2020	Electrolyte Powder	Hydration	149	15.05	2242.45	0.04	0	UK	Amazon
01/06/2020	Whey Protein	Protein	142	26.31	3736.02	0.07	0	USA	iHerb
01/06/2020	Vitamin C	Vitamin	134	27.77	3721.18	0.17	0	UK	Walmart
01/06/2020	Fish Oil	Omega	139	17.35	2411.65	0.09	3	USA	iHerb
01/06/2020	Multivitamin	Vitamin	136	34.23	4655.28	0.08	1	Canada	Amazon
01/06/2020	Pre-Workout	Performance	162	39.03	6322.86	0.13	0	USA	Amazon
01/06/2020	BCAA	Amino Acid	154	34.39	5296.06	0.02	1	Canada	Walmart
01/06/2020	Creatine	Performance	143	12.85	1837.55	0.1	1	Canada	iHerb
01/06/2020	Zinc	Mineral	158	43.36	6850.88	0.19	3	Canada	Walmart
01/06/2020	Collagen Peptides	Protein	143	52.01	7437.43	0.25	3	UK	iHerb
01/06/2020	Magnesium	Mineral	145	34.47	4998.15	0.19	1	Canada	iHerb
01/06/2020	Ashwagandha	Herbal	149	28.07	4182.43	0.21	1	Canada	Amazon
01/06/2020	Melatonin	Sleep Aid	144	48.12	6929.28	0.03	0	Canada	iHerb
01/06/2020	Biotin	Vitamin	178	38.39	6833.42	0.14	2	UK	Walmart
01/06/2020	Green Tea Extract	Fat Burner	155	37.63	5832.65	0.09	2	Canada	iHerb
01/06/2020	Iron Supplement	Mineral	135	19.26	2600.1	0.07	0	Canada	Walmart
01/06/2020	Electrolyte Powder	Hydration	137	24.29	3327.73	0.23	4	USA	Amazon
08/06/2020	Whey Protein	Protein	152	28.73	4366.96	0.2	1	UK	Amazon
08/06/2020	Vitamin C	Vitamin	130	52.26	6793.8	0.2	0	USA	Walmart
08/06/2020	Fish Oil	Omega	156	20.91	3261.96	0.22	1	USA	Amazon
08/06/2020	Multivitamin	Vitamin	141	53.53	7547.73	0.2	2	Canada	Walmart
08/06/2020	Pre-Workout	Performance	159	32.92	5234.28	0.09	0	Canada	iHerb
08/06/2020	BCAA	Amino Acid	149	12.0	1788.0	0.07	0	UK	iHerb
08/06/2020	Creatine	Performance	140	33.4	4676.0	0.12	2	USA	Walmart
08/06/2020	Zinc	Mineral	136	31.5	4284.0	0.15	7	USA	Walmart
08/06/2020	Collagen Peptides	Protein	160	51.38	8220.8	0.04	0	USA	Walmart
08/06/2020	Magnesium	Mineral	138	35.53	4903.14	0.15	3	Canada	iHerb
08/06/2020	Ashwagandha	Herbal	150	12.51	1876.5	0.01	1	Canada	Amazon
08/06/2020	Melatonin	Sleep Aid	148	18.03	2668.44	0.01	1	UK	Amazon
08/06/2020	Biotin	Vitamin	140	46.23	6472.2	0.03	2	UK	Walmart
08/06/2020	Green Tea Extract	Fat Burner	142	28.99	4116.58	0.2	1	USA	Amazon
08/06/2020	Iron Supplement	Mineral	159	48.64	7733.76	0.06	2	Canada	Amazon
08/06/2020	Electrolyte Powder	Hydration	152	29.37	4464.24	0.02	0	USA	iHerb
15/06/2020	Whey Protein	Protein	163	48.76	7947.88	0.06	1	UK	iHerb
15/06/2020	Vitamin C	Vitamin	156	23.27	3630.12	0.15	2	USA	iHerb
15/06/2020	Fish Oil	Omega	143	57.36	8202.48	0.22	2	Canada	Amazon
15/06/2020	Multivitamin	Vitamin	142	58.17	8260.14	0.0	2	UK	Walmart
15/06/2020	Pre-Workout	Performance	158	59.51	9402.58	0.08	1	UK	Walmart
15/06/2020	BCAA	Amino Acid	129	23.05	2973.45	0.09	2	Canada	Walmart
15/06/2020	Creatine	Performance	174	28.63	4981.62	0.23	0	Canada	Walmart
15/06/2020	Zinc	Mineral	130	39.76	5168.8	0.04	4	Canada	Walmart
15/06/2020	Collagen Peptides	Protein	148	22.33	3304.84	0.12	2	USA	Amazon
15/06/2020	Magnesium	Mineral	159	38.89	6183.51	0.23	3	UK	iHerb
15/06/2020	Ashwagandha	Herbal	160	10.34	1654.4	0.05	2	USA	iHerb
15/06/2020	Melatonin	Sleep Aid	147	54.23	7971.81	0.22	3	USA	Walmart
15/06/2020	Biotin	Vitamin	143	23.58	3371.94	0.05	0	USA	iHerb
15/06/2020	Green Tea Extract	Fat Burner	144	51.55	7423.2	0.03	2	Canada	iHerb
15/06/2020	Iron Supplement	Mineral	151	34.64	5230.64	0.07	2	UK	Walmart
15/06/2020	Electrolyte Powder	Hydration	148	15.83	2342.84	0.14	3	USA	Walmart
22/06/2020	Whey Protein	Protein	144	42.93	6181.92	0.23	2	Canada	iHerb
22/06/2020	Vitamin C	Vitamin	152	54.92	8347.84	0.1	1	UK	Amazon
22/06/2020	Fish Oil	Omega	162	38.84	6292.08	0.12	0	UK	iHerb
22/06/2020	Multivitamin	Vitamin	127	46.94	5961.38	0.01	2	USA	iHerb
22/06/2020	Pre-Workout	Performance	151	18.63	2813.13	0.14	1	USA	Walmart
22/06/2020	BCAA	Amino Acid	174	59.18	10297.32	0.06	5	UK	iHerb
22/06/2020	Creatine	Performance	148	12.52	1852.96	0.01	2	UK	Amazon
22/06/2020	Zinc	Mineral	148	40.7	6023.6	0.06	2	UK	Amazon
22/06/2020	Collagen Peptides	Protein	145	51.03	7399.35	0.12	1	Canada	Walmart
22/06/2020	Magnesium	Mineral	145	26.41	3829.45	0.05	0	UK	iHerb
22/06/2020	Ashwagandha	Herbal	149	52.05	7755.45	0.06	1	Canada	iHerb
22/06/2020	Melatonin	Sleep Aid	162	29.23	4735.26	0.11	1	UK	Walmart
22/06/2020	Biotin	Vitamin	173	56.69	9807.37	0.17	2	UK	iHerb
22/06/2020	Green Tea Extract	Fat Burner	147	42.82	6294.54	0.24	1	USA	iHerb
22/06/2020	Iron Supplement	Mineral	158	30.88	4879.04	0.03	2	UK	iHerb
22/06/2020	Electrolyte Powder	Hydration	174	13.84	2408.16	0.09	2	UK	iHerb
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
